suburb_name,commission_rate
"Stony Creek, VIC",2.10
"Buffalo, VIC",2.08
"Fish Creek, VIC",2.08
"Sandy Point, VIC",2.08
"Waratah Bay, VIC",2.08
"Bennison, VIC",2.08
"Boolarong, VIC",2.08
"Foster, VIC",2.08
"Foster North, VIC",2.08
"Gunyah, VIC",2.08
"Mount Best, VIC",2.08
"Shallow Inlet, VIC",2.08
"Tidal River, VIC",2.08
"Turtons Creek, VIC",2.08
"Wilsons Promontory, VIC",2.08
"Wonga, VIC",2.08
"Woorarra West, VIC",2.08
"Yanakie, VIC",2.08
"Agnes, VIC",2.08
"Toora, VIC",2.08
"Toora North, VIC",2.08
"Wonyip, VIC",2.08
"Woorarra East, VIC",2.08
"Port Franklin, VIC",2.08
"Port Welshpool, VIC",2.08
"Binginwarri, VIC",2.08
"Hazel Park, VIC",2.08
"Welshpool, VIC",2.08
"Hedley, VIC",2.08
"Alberton, VIC",2.08
"Alberton West, VIC",2.08
"Balook, VIC",2.08
"Calrossie, VIC",2.08
"Devon North, VIC",2.08
"Gelliondale, VIC",2.08
"Hiawatha, VIC",2.08
"Hunterston, VIC",2.08
"Jack River, VIC",2.08
"Langsborough, VIC",2.08
"Macks Creek, VIC",2.08
"Madalya, VIC",2.08
"Manns Beach, VIC",2.08
"Port Albert, VIC",2.08
"Robertsons Beach, VIC",2.08
"Snake Island, VIC",2.08
"Staceys Bridge, VIC",2.08
"Tarra Valley, VIC",2.08
"Tarraville, VIC",2.08
"Won Wron, VIC",2.08
"Yarram, VIC",2.08
"Lynbrook, VIC",1.78
"Lyndhurst, VIC",1.78
"Hampton Park, VIC",1.55
"Botanic Ridge, VIC",1.98
"Cannons Creek, VIC",1.84
"Cranbourne, VIC",1.80
"Cranbourne East, VIC",1.80
"Cranbourne North, VIC",1.81
"Cranbourne South, VIC",1.84
"Cranbourne West, VIC",1.82
"Devon Meadows, VIC",1.84
"Junction Village, VIC",1.84
"Sandhurst, VIC",1.84
"Skye, VIC",2.09
"Cardinia, VIC",1.78
"Clyde, VIC",1.81
"Clyde North, VIC",1.75
"Almurta, VIC",2.08
"Glen Alvie, VIC",2.08
"Kernot, VIC",2.08
"Blind Bight, VIC",1.85
"Tooradin, VIC",1.85
"Warneet, VIC",1.85
"Bayles, VIC",2.08
"Catani, VIC",2.08
"Dalmore, VIC",2.20
"Heath Hill, VIC",2.08
"Koo Wee Rup, VIC",2.08
"Koo Wee Rup North, VIC",2.08
"Yannathan, VIC",2.08
"Adams Estate, VIC",1.84
"Caldermeade, VIC",1.84
"Corinella, VIC",1.84
"Coronet Bay, VIC",1.84
"Grantville, VIC",1.84
"Jam Jerrup, VIC",1.84
"Lang Lang, VIC",1.84
"Lang Lang East, VIC",1.84
"Monomeith, VIC",1.84
"Pioneer Bay, VIC",1.84
"Queensferry, VIC",1.84
"Tenby Point, VIC",1.84
"The Gurdies, VIC",1.84
"Nyora, VIC",2.08
"Mountain View, VIC",2.08
"Poowong, VIC",2.08
"Poowong East, VIC",2.08
"Poowong North, VIC",2.08
"Glen Forbes, VIC",1.85
"Bass, VIC",1.85
"Blackwood Forest, VIC",2.08
"Dalyston, VIC",2.08
"Ryanston, VIC",2.08
"West Creek, VIC",2.08
"Anderson, VIC",1.85
"Archies Creek, VIC",1.85
"Cape Paterson, VIC",1.85
"Harmers Haven, VIC",1.85
"Kilcunda, VIC",1.85
"Lance Creek, VIC",1.85
"North Wonthaggi, VIC",1.85
"South Dudley, VIC",1.85
"St Clair, VIC",1.85
"Wattle Bank, VIC",1.85
"Wonthaggi, VIC",1.85
"Woolamai, VIC",1.85
"Inverloch, VIC",2.08
"Pound Creek, VIC",2.08
"Brisbane Adelaide Street, QLD",2.64
"Spring Hill, QLD",2.63
"New Farm, QLD",2.39
"Bowen Hills, QLD",2.55
"Fortitude Valley, QLD",2.51
"Herston, QLD",2.55
"Newstead, QLD",2.46
"Ascot, QLD",2.21
"Hamilton, QLD",2.51
"Hamilton Central, QLD",2.38
"Pinkenba, QLD",2.46
"Eagle Farm, QLD",2.46
"Eagle Farm BC, QLD",2.46
"Albion, QLD",2.46
"Albion BC, QLD",2.46
"Albion DC, QLD",2.46
"Clayfield, QLD",2.54
"Hendra, QLD",2.57
"Nundah, QLD",2.10
"Toombul, QLD",2.31
"Wavell Heights, QLD",2.84
"Wavell Heights North, QLD",2.31
"Northgate, QLD",2.41
"Banyo, QLD",2.29
"Nudgee, QLD",2.29
"Nudgee Beach, QLD",2.29
"Virginia, QLD",2.29
"Virginia BC, QLD",2.29
"Virginia DC, QLD",2.29
"Bracken Ridge, QLD",2.41
"Brighton, QLD",2.47
"Brighton Eventide, QLD",2.49
"Brighton Nathan Street, QLD",2.49
"Deagon, QLD",2.49
"Sandgate, QLD",2.49
"Shorncliffe, QLD",2.49
"Fitzgibbon, QLD",2.36
"Taigum, QLD",2.32
"Clontarf, QLD",2.08
"Clontarf Beach, QLD",2.00
"Margate, QLD",2.00
"Margate Beach, QLD",2.00
"Woody Point, QLD",2.00
"Newport, QLD",2.09
"Redcliffe, QLD",2.29
"Redcliffe North, QLD",2.09
"Scarborough, QLD",1.98
"Kippa-Ring, QLD",2.25
"Rothwell, QLD",2.33
"Bulwer, QLD",2.33
"Cape Moreton, QLD",2.33
"Cowan Cowan, QLD",2.33
"Kooringal, QLD",2.33
"Tangalooma, QLD",2.33
"Lutwyche, QLD",2.19
"Windsor, QLD",1.99
"Wooloowin, QLD",2.19
"Gordon Park, QLD",2.26
"Kedron, QLD",2.31
"Chermside, QLD",2.33
"Chermside South, QLD",2.34
"Chermside West, QLD",2.34
"Aspley, QLD",2.60
"Boondall, QLD",2.47
"Carseldine, QLD",2.32
"Geebung, QLD",2.50
"Zillmere, QLD",2.49
"Albany Creek, QLD",2.62
"Bridgeman Downs, QLD",2.58
"Bald Hills, QLD",2.41
"Eatons Hill, QLD",2.46
"Alderley, QLD",2.32
"Enoggera, QLD",2.32
"Gaythorne, QLD",2.32
"Grange, QLD",2.32
"Newmarket, QLD",2.32
"Wilston, QLD",2.32
"Everton Hills, QLD",2.34
"Everton Park, QLD",2.51
"Mcdowall, QLD",2.34
"Mitchelton, QLD",2.34
"Stafford, QLD",2.11
"Stafford Heights, QLD",2.34
"Arana Hills, QLD",2.53
"Keperra, QLD",2.54
"Bunya, QLD",2.41
"Ferny Grove, QLD",2.24
"Ferny Hills, QLD",2.60
"Upper Kedron, QLD",2.41
"Kelvin Grove, QLD",2.28
"Red Hill, QLD",2.40
"Ashgrove, QLD",2.81
"Ashgrove West, QLD",2.81
"The Gap, QLD",2.50
"Milton, QLD",2.65
"Paddington, QLD",2.60
"Bardon, QLD",2.32
"Auchenflower, QLD",2.63
"Mount Coot-Tha, QLD",2.57
"Toowong, QLD",2.53
"Toowong BC, QLD",2.57
"Toowong DC, QLD",2.57
"St Lucia, QLD",2.50
"St Lucia South, QLD",2.50
"Chelmer, QLD",2.64
"Indooroopilly, QLD",2.52
"Taringa, QLD",2.71
"Brookfield, QLD",2.32
"Chapel Hill, QLD",2.30
"Fig Tree Pocket, QLD",2.32
"Kenmore, QLD",2.33
"Kenmore East, QLD",2.32
"Kenmore Hills, QLD",2.32
"Pinjarra Hills, QLD",2.32
"Pullenvale, QLD",2.32
"Upper Brookfield, QLD",2.32
"Anstead, QLD",2.56
"Bellbowrie, QLD",2.56
"Moggill, QLD",2.63
"Seventeen Mile Rocks, QLD",2.61
"Sinnamon Park, QLD",2.56
"Jamboree Heights, QLD",2.36
"Jindalee, QLD",2.36
"Middle Park, QLD",2.36
"Mount Ommaney, QLD",2.36
"Riverhills, QLD",2.40
"Sumner, QLD",2.36
"Westlake, QLD",2.36
"Corinda, QLD",2.59
"Graceville, QLD",2.45
"Graceville East, QLD",2.45
"Oxley, QLD",2.33
"Sherwood, QLD",2.45
"Darra, QLD",2.65
"Wacol, QLD",2.65
"Doolandella, QLD",2.49
"Durack, QLD",2.45
"Inala, QLD",2.43
"Inala East, QLD",2.43
"Inala Heights, QLD",2.43
"Richlands, QLD",2.45
"Ellen Grove, QLD",2.51
"Forest Lake, QLD",2.52
"Highgate Hill, QLD",2.61
"South Brisbane, QLD",2.52
"West End, QLD",2.68
"Buranda, QLD",2.68
"Dutton Park, QLD",2.68
"Woolloongabba, QLD",2.68
"Annerley, QLD",2.50
"Fairfield, QLD",2.50
"Fairfield Gardens, QLD",2.50
"Yeronga, QLD",2.50
"Moorooka, QLD",2.31
"Tennyson, QLD",2.31
"Yeerongpilly, QLD",2.31
"Rocklea, QLD",2.51
"Salisbury, QLD",2.47
"Salisbury East, QLD",2.47
"Archerfield, QLD",2.47
"Coopers Plains, QLD",2.47
"Macgregor, QLD",2.71
"Robertson, QLD",2.71
"Sunnybank, QLD",2.71
"Sunnybank Hills, QLD",2.71
"Sunnybank South, QLD",2.71
"Acacia Ridge, QLD",2.52
"Heathwood, QLD",2.40
"Larapinta, QLD",2.40
"Pallara, QLD",2.40
"Willawong, QLD",2.40
"Nathan, QLD",2.47
"Kuraby, QLD",2.47
"Eight Mile Plains, QLD",2.47
"Runcorn, QLD",2.47
"Kingston, QLD",2.54
"Logan Central, QLD",2.64
"Woodridge, QLD",2.90
"Algester, QLD",2.92
"Parkinson, QLD",2.88
"Calamvale, QLD",2.95
"Drewvale, QLD",2.63
"Stretton, QLD",2.63
"Berrinba, QLD",2.50
"Karawatha, QLD",2.50
"Browns Plains, QLD",2.25
"Forestdale, QLD",2.33
"Heritage Park, QLD",2.33
"Hillcrest, QLD",2.35
"Regents Park, QLD",2.37
"Underwood, QLD",2.44
"Greenslopes, QLD",2.29
"Stones Corner, QLD",2.32
"Holland Park, QLD",2.59
"Holland Park East, QLD",2.59
"Holland Park West, QLD",2.59
"Tarragindi, QLD",2.46
"Wellers Hill, QLD",2.59
"Mansfield, QLD",2.69
"Mount Gravatt, QLD",2.69
"Mount Gravatt East, QLD",2.69
"Upper Mount Gravatt, QLD",2.71
"Wishart, QLD",2.74
"Rochedale, QLD",2.57
"Rochedale South, QLD",2.58
"Boronia Heights, QLD",2.37
"Greenbank, QLD",2.31
"Lyons, QLD",2.34
"New Beith, QLD",2.33
"Spring Mountain, QLD",2.45
"Munruben, QLD",2.50
"Park Ridge, QLD",2.50
"Park Ridge South, QLD",2.50
"Daisy Hill, QLD",2.57
"Priestdale, QLD",2.60
"Slacks Creek, QLD",2.66
"Springwood, QLD",2.58
"Shailer Park, QLD",2.48
"Tanah Merah, QLD",2.54
"Loganholme, QLD",2.53
"Carbrook, QLD",2.20
"Cornubia, QLD",2.20
"Loganlea, QLD",2.72
"Meadowbrook, QLD",2.75
"Crestmead, QLD",2.58
"Marsden, QLD",2.61
"Chambers Flat, QLD",2.49
"Logan Reserve, QLD",2.31
"Waterford, QLD",2.69
"Waterford West, QLD",2.60
"Coorparoo, QLD",2.61
"Camp Hill, QLD",2.36
"Carina, QLD",2.29
"Carina Heights, QLD",2.33
"Carindale, QLD",2.33
"Belmont, QLD",2.53
"Gumdale, QLD",2.39
"Ransome, QLD",2.39
"Wakerley, QLD",2.39
"Chandler, QLD",2.53
"Burbank, QLD",2.53
"Mackenzie, QLD",2.53
"Capalaba, QLD",2.13
"Capalaba West, QLD",2.15
"Sheldon, QLD",2.15
"Thorneside, QLD",2.44
"Birkdale, QLD",2.15
"Ormiston, QLD",1.92
"Wellington Point, QLD",2.01
"Alexandra Hills, QLD",1.97
"Cleveland, QLD",2.28
"Thornlands, QLD",2.30
"Mount Cotton, QLD",1.98
"Redland Bay, QLD",2.28
"Victoria Point, QLD",2.66
"Victoria Point West, QLD",2.41
"East Brisbane, QLD",2.65
"Kangaroo Point, QLD",2.86
"Cannon Hill, QLD",2.17
"Morningside, QLD",2.19
"Norman Park, QLD",2.71
"Seven Hills, QLD",2.30
"Balmoral, QLD",2.47
"Bulimba, QLD",2.47
"Hawthorne, QLD",2.47
"Murarrie, QLD",2.50
"Tingalpa, QLD",2.90
"Hemmant, QLD",2.53
"Lytton, QLD",2.53
"Port of Brisbane, QLD",2.53
"Wynnum, QLD",2.54
"Wynnum North, QLD",2.53
"Wynnum West, QLD",2.53
"Lota, QLD",2.37
"Manly, QLD",2.37
"Manly West, QLD",2.49
"Amity, QLD",2.44
"Amity Point, QLD",2.44
"Dunwich, QLD",2.44
"North Stradbroke Island, QLD",2.44
"Point Lookout, QLD",2.44
"Coochiemudlo Island, QLD",3.17
"Karragarra Island, QLD",3.17
"Lamb Island, QLD",3.17
"Macleay Island, QLD",3.06
"Peel Island, QLD",3.17
"Perulpa Island, QLD",3.17
"Russell Island, QLD",3.30
"Bethania, QLD",2.43
"Alberton, QLD",2.43
"Bahrs Scrub, QLD",2.23
"Bannockburn, QLD",2.43
"Beenleigh, QLD",2.61
"Belivah, QLD",2.43
"Buccan, QLD",2.43
"Cedar Creek, QLD",2.43
"Eagleby, QLD",2.69
"Edens Landing, QLD",2.21
"Holmview, QLD",2.46
"Logan Village, QLD",2.24
"Luscombe, QLD",2.43
"Mount Warren Park, QLD",2.43
"Stapylton, QLD",2.43
"Steiglitz, QLD",2.43
"Windaroo, QLD",2.43
"Wolffdene, QLD",2.43
"Woongoolba, QLD",2.43
"Yarrabilba, QLD",2.40
"Yatala, QLD",2.43
"Gilberton, QLD",2.18
"Jacobs Well, QLD",2.18
"Kingsholme, QLD",2.18
"Norwell, QLD",2.18
"Ormeau, QLD",2.12
"Ormeau Hills, QLD",2.18
"Coomera, QLD",2.10
"Pimpama, QLD",2.30
"Upper Coomera, QLD",2.44
"Willow Vale, QLD",2.31
"Maudsland, QLD",1.96
"Oxenford, QLD",1.92
"Studio Village, QLD",1.96
"Wongawallan, QLD",1.96
"Advancetown, QLD",2.41
"Beechmont, QLD",2.41
"Binna Burra, QLD",2.41
"Carrara, QLD",2.31
"Clagiraba, QLD",2.41
"Gaven, QLD",2.41
"Gilston, QLD",2.41
"Highland Park, QLD",2.45
"Lower Beechmont, QLD",2.41
"Mount Nathan, QLD",2.41
"Natural Bridge, QLD",2.41
"Nerang, QLD",2.47
"Numinbah Valley, QLD",2.41
"Pacific Pines, QLD",2.20
"Southern Lamington, QLD",2.41
"Helensvale, QLD",2.21
"Hope Island, QLD",2.36
"Sanctuary Cove, QLD",2.29
"Austinville, QLD",2.46
"Bonogin, QLD",2.46
"Mudgeeraba, QLD",2.64
"Neranwood, QLD",2.46
"Springbrook, QLD",2.46
"Tallai, QLD",2.13
"Worongary, QLD",2.46
"Arundel, QLD",2.12
"Ashmore, QLD",2.39
"Ashmore City, QLD",2.32
"Molendinar, QLD",2.31
"Parkwood, QLD",2.32
"Australia Fair, QLD",2.59
"Chirn Park, QLD",2.59
"Labrador, QLD",2.80
"Southport, QLD",2.49
"Southport Park, QLD",2.59
"Biggera Waters, QLD",2.44
"Coombabah, QLD",2.09
"Hollywell, QLD",2.29
"Paradise Point, QLD",2.18
"Runaway Bay, QLD",2.43
"South Stradbroke, QLD",2.29
"Benowa, QLD",2.33
"Bundall, QLD",2.04
"Chevron Island, QLD",2.33
"Isle of Capri, QLD",2.33
"Main Beach, QLD",2.33
"Surfers Paradise, QLD",2.39
"Broadbeach, QLD",2.60
"Broadbeach Waters, QLD",2.26
"Mermaid Beach, QLD",2.26
"Mermaid Waters, QLD",2.08
"Nobby Beach, QLD",2.26
"West Burleigh, QLD",2.33
"Burleigh Heads, QLD",2.26
"Burleigh Town, QLD",2.21
"Burleigh Waters, QLD",2.21
"Miami, QLD",2.21
"Elanora, QLD",2.21
"Palm Beach, QLD",2.23
"Currumbin, QLD",2.21
"Currumbin Valley, QLD",2.21
"Currumbin Waters, QLD",2.25
"Tugun, QLD",2.33
"Tugun Heights, QLD",2.33
"Bilinga, QLD",2.33
"Coolangatta, QLD",2.33
"Clear Island Waters, QLD",2.30
"Merrimac, QLD",2.32
"Robina, QLD",2.34
"Reedy Creek, QLD",2.46
"Varsity Lakes, QLD",2.45
"Tallebudgera, QLD",2.33
"Tallebudgera Valley, QLD",2.33
"Tamborine, QLD",2.33
"Eagle Heights, QLD",2.33
"Mount Tamborine, QLD",2.33
"North Tamborine, QLD",2.33
"Tamborine Mountain, QLD",2.33
"Benobble, QLD",2.33
"Biddaddaba, QLD",2.33
"Boyland, QLD",2.33
"Canungra, QLD",2.33
"Ferny Glen, QLD",2.33
"Flying Fox, QLD",2.33
"Illinbah, QLD",2.33
"Sarabah, QLD",2.33
"Witheren, QLD",2.33
"Wonglepong, QLD",2.33
"Jimboomba, QLD",2.31
"North Maclean, QLD",2.31
"South Maclean, QLD",2.31
"Stockleigh, QLD",2.31
"Allenview, QLD",2.56
"Beaudesert, QLD",2.58
"Birnam, QLD",2.56
"Bromelton, QLD",2.56
"Cainbable, QLD",2.56
"Cedar Grove, QLD",2.56
"Cedar Vale, QLD",2.56
"Chinghee Creek, QLD",2.56
"Christmas Creek, QLD",2.56
"Cryna, QLD",2.56
"Darlington, QLD",2.56
"Gleneagle, QLD",2.56
"Hillview, QLD",2.56
"Innisplain, QLD",2.56
"Josephville, QLD",2.56
"Kagaru, QLD",2.56
"Kerry, QLD",2.56
"Knapp Creek, QLD",2.56
"Kooralbyn, QLD",2.56
"Lamington, QLD",2.56
"Laravale, QLD",2.56
"Mount Gipps, QLD",2.56
"Mundoolun, QLD",2.56
"Nindooinbah, QLD",2.56
"Oaky Creek, QLD",2.56
"Tabooba, QLD",2.56
"Tabragalba, QLD",2.56
"Tamrookum, QLD",2.56
"Tamrookum Creek, QLD",2.56
"Undullah, QLD",2.56
"Veresdale, QLD",2.56
"Veresdale Scrub, QLD",2.56
"Woodhill, QLD",2.56
"Barney View, QLD",2.81
"Mount Barney, QLD",2.81
"Mount Lindesay, QLD",2.81
"Palen Creek, QLD",2.81
"Rathdowney, QLD",2.81
"Running Creek, QLD",2.81
"Augustine Heights, QLD",2.75
"Bellbird Park, QLD",2.56
"Brookwater, QLD",2.49
"Camira, QLD",2.40
"Carole Park, QLD",2.49
"Gailes, QLD",2.49
"Goodna, QLD",2.58
"Springfield, QLD",2.61
"Springfield Lakes, QLD",2.39
"Collingwood Park, QLD",2.47
"Redbank, QLD",2.53
"Redbank Plains, QLD",2.59
"Dinmore, QLD",2.49
"New Chum, QLD",2.49
"Riverview, QLD",2.49
"Blackstone, QLD",2.41
"Booval, QLD",2.41
"Booval Fair, QLD",2.41
"Bundamba, QLD",2.46
"Ebbw Vale, QLD",2.41
"North Booval, QLD",2.45
"Silkstone, QLD",2.35
"Basin Pocket, QLD",2.46
"Brassall, QLD",2.36
"Bremer, QLD",2.46
"Churchill, QLD",2.26
"Coalfalls, QLD",2.46
"East Ipswich, QLD",2.46
"Eastern Heights, QLD",2.46
"Flinders View, QLD",2.30
"Ipswich, QLD",2.46
"Leichhardt, QLD",2.42
"Limestone Ridges, QLD",2.46
"Moores Pocket, QLD",2.46
"Newtown, QLD",2.46
"North Ipswich, QLD",2.83
"North Tivoli, QLD",2.46
"One Mile, QLD",2.55
"Raceview, QLD",2.39
"Sadliers Crossing, QLD",2.46
"Tivoli, QLD",2.67
"West Ipswich, QLD",2.46
"Woodend, QLD",2.46
"Wulkuraka, QLD",2.46
"Yamanto, QLD",2.38
"Amberley, QLD",2.46
"Avoca Vale, QLD",2.49
"Banks Creek, QLD",2.46
"Barellan Point, QLD",2.46
"Benarkin, QLD",2.49
"Benarkin North, QLD",2.49
"Blackbutt, QLD",2.49
"Blackbutt North, QLD",2.49
"Blackbutt South, QLD",2.49
"Blacksoil, QLD",2.46
"Borallon, QLD",2.46
"Cherry Creek, QLD",2.49
"Chuwar, QLD",2.46
"Colinton, QLD",2.49
"Deebing Heights, QLD",2.44
"Dundas, QLD",2.46
"England Creek, QLD",2.46
"Fairney View, QLD",2.46
"Fernvale, QLD",2.53
"Glamorgan Vale, QLD",2.46
"Googa Creek, QLD",2.49
"Goolman, QLD",2.46
"Haigslea, QLD",2.46
"Harlin, QLD",2.49
"Ironbark, QLD",2.46
"Karalee, QLD",2.45
"Karana Downs, QLD",2.46
"Karrabin, QLD",2.46
"Kholo, QLD",2.46
"Lake Manchester, QLD",2.46
"Lark Hill, QLD",2.46
"Linville, QLD",2.49
"Moore, QLD",2.49
"Mount Binga, QLD",2.49
"Mount Crosby, QLD",2.46
"Mount Marrow, QLD",2.46
"Mount Stanley, QLD",2.49
"Muirlea, QLD",2.46
"Nukku, QLD",2.49
"Peak Crossing, QLD",2.46
"Pine Mountain, QLD",2.46
"Purga, QLD",2.46
"Ripley, QLD",2.31
"South Ripley, QLD",2.46
"Split Yard Creek, QLD",2.46
"Swanbank, QLD",2.46
"Taromeo, QLD",2.49
"Teelah, QLD",2.49
"Thagoona, QLD",2.46
"Vernor, QLD",2.46
"Walloon, QLD",2.46
"Wanora, QLD",2.46
"Washpool, QLD",2.46
"West Amberley, QLD",2.46
"White Rock, QLD",2.46
"Willowbank, QLD",2.46
"Wivenhoe Pocket, QLD",2.46
"Coleyville, QLD",2.49
"Harrisville, QLD",2.49
"Mutdapilly, QLD",2.49
"Radford, QLD",2.49
"Silverdale, QLD",2.49
"Warrill View, QLD",2.49
"Wilsons Plains, QLD",2.49
"Aratula, QLD",2.49
"Charlwood, QLD",2.49
"Clumber, QLD",2.49
"Fassifern, QLD",2.49
"Fassifern Valley, QLD",2.49
"Frazerview, QLD",2.49
"Kalbar, QLD",2.49
"Kents Lagoon, QLD",2.49
"Kulgun, QLD",2.49
"Milora, QLD",2.49
"Moogerah, QLD",2.49
"Morwincha, QLD",2.49
"Mount Edwards, QLD",2.49
"Munbilla, QLD",2.49
"Obum Obum, QLD",2.49
"Tarome, QLD",2.49
"Teviotville, QLD",2.49
"Allandale, QLD",2.49
"Anthony, QLD",2.49
"Blantyre, QLD",2.49
"Boonah, QLD",2.49
"Bunburra, QLD",2.49
"Bunjurgen, QLD",2.49
"Burnett Creek, QLD",2.49
"Cannon Creek, QLD",2.49
"Carneys Creek, QLD",2.49
"Coochin, QLD",2.49
"Coulson, QLD",2.49
"Croftby, QLD",2.49
"Dugandan, QLD",2.49
"Frenches Creek, QLD",2.49
"Hoya, QLD",2.49
"Kents Pocket, QLD",2.49
"Maroon, QLD",2.49
"Milbong, QLD",2.49
"Milford, QLD",2.49
"Mount Alford, QLD",2.49
"Mount French, QLD",2.49
"Roadvale, QLD",2.49
"Templin, QLD",2.49
"Wallaces Creek, QLD",2.49
"Woolooman, QLD",2.49
"Wyaralong, QLD",2.49
"Atkinsons Dam, QLD",2.66
"Brightview, QLD",2.66
"Buaraba, QLD",2.66
"Buaraba South, QLD",2.66
"Churchable, QLD",2.66
"Clarendon, QLD",2.66
"Coolana, QLD",2.66
"Coominya, QLD",2.66
"Lockyer Waters, QLD",2.66
"Lowood, QLD",2.63
"Minden, QLD",2.66
"Mount Tarampa, QLD",2.66
"Patrick Estate, QLD",2.66
"Prenzlau, QLD",2.66
"Rifle Range, QLD",2.66
"Tarampa, QLD",2.66
"Wivenhoe Hill, QLD",2.66
"Bryden, QLD",2.49
"Caboonbah, QLD",2.49
"Coal Creek, QLD",2.49
"Crossdale, QLD",2.49
"Esk, QLD",2.49
"Eskdale, QLD",2.49
"Glen Esk, QLD",2.49
"Moombra, QLD",2.49
"Mount Byron, QLD",2.49
"Mount Hallen, QLD",2.49
"Murrumba, QLD",2.49
"Redbank Creek, QLD",2.49
"Somerset Dam, QLD",2.49
"Biarra, QLD",2.49
"Braemore, QLD",2.49
"Cooeeimbardi, QLD",2.49
"Cressbrook, QLD",2.49
"Fulham, QLD",2.49
"Gregors Creek, QLD",2.49
"Ivory Creek, QLD",2.49
"Lower Cressbrook, QLD",2.49
"Mount Beppo, QLD",2.49
"Ottaba, QLD",2.49
"Scrub Creek, QLD",2.49
"Toogoolawah, QLD",2.49
"Yimbun, QLD",2.49
"Ashwell, QLD",2.38
"Calvert, QLD",2.38
"Ebenezer, QLD",2.38
"Grandchester, QLD",2.38
"Jeebropilly, QLD",2.38
"Lanefield, QLD",2.38
"Lower Mount Walker, QLD",2.38
"Merryvale, QLD",2.38
"Moorang, QLD",2.38
"Mount Forbes, QLD",2.38
"Mount Mort, QLD",2.38
"Mount Walker, QLD",2.38
"Mount Walker West, QLD",2.38
"Rosevale, QLD",2.38
"Rosewood, QLD",2.38
"Tallegalla, QLD",2.38
"The Bluff, QLD",2.38
"Woolshed, QLD",2.38
"Blenheim, QLD",2.32
"Hatton Vale, QLD",2.26
"Kensington Grove, QLD",2.32
"Kentville, QLD",2.32
"Laidley, QLD",2.38
"Laidley Creek West, QLD",2.32
"Laidley Heights, QLD",2.32
"Laidley North, QLD",2.32
"Laidley South, QLD",2.32
"Mount Berryman, QLD",2.32
"Mulgowie, QLD",2.32
"Plainland, QLD",2.32
"Regency Downs, QLD",2.32
"Summerholm, QLD",2.32
"Thornton, QLD",2.32
"Townson, QLD",2.32
"Crowley Vale, QLD",2.49
"Forest Hill, QLD",2.49
"Glen Cairn, QLD",2.49
"Glenore Grove, QLD",2.49
"Lockrose, QLD",2.49
"Lynford, QLD",2.49
"Adare, QLD",2.54
"Black Duck Creek, QLD",2.54
"Caffey, QLD",2.54
"College View, QLD",2.54
"East Haldon, QLD",2.54
"Fordsdale, QLD",2.54
"Gatton, QLD",2.54
"Ingoldsby, QLD",2.54
"Junction View, QLD",2.54
"Lake Clarendon, QLD",2.54
"Lawes, QLD",2.54
"Lefthand Branch, QLD",2.54
"Lower Tenthill, QLD",2.54
"Morton Vale, QLD",2.54
"Mount Sylvia, QLD",2.54
"Placid Hills, QLD",2.54
"Ringwood, QLD",2.54
"Rockside, QLD",2.54
"Ropeley, QLD",2.54
"Spring Creek, QLD",2.54
"Upper Tenthill, QLD",2.54
"Vinegar Hill, QLD",2.54
"Woodbine, QLD",2.54
"Woodlands, QLD",2.54
"Carpendale, QLD",2.62
"Egypt, QLD",2.62
"Flagstone Creek, QLD",2.62
"Helidon, QLD",2.62
"Helidon Spa, QLD",2.62
"Iredale, QLD",2.62
"Lilydale, QLD",2.62
"Lockyer, QLD",2.62
"Rockmount, QLD",2.62
"Seventeen Mile, QLD",2.62
"Stockyard, QLD",2.62
"Upper Flagstone, QLD",2.62
"Gatton College, QLD",2.49
"Marburg, QLD",2.70
"Grantham, QLD",2.70
"Ma Ma Creek, QLD",2.70
"Mount Whitestone, QLD",2.70
"Veradilla, QLD",2.70
"Winwill, QLD",2.70
"Athol, QLD",2.66
"Blue Mountain Heights, QLD",2.66
"Centenary Heights, QLD",2.66
"Charlton, QLD",2.66
"Clifford Gardens, QLD",2.66
"Cotswold Hills, QLD",2.66
"Cranley, QLD",2.66
"Darling Heights, QLD",2.66
"Drayton, QLD",2.66
"Drayton North, QLD",2.66
"East Toowoomba, QLD",2.66
"Finnie, QLD",2.66
"Glenvale, QLD",2.75
"Gowrie Mountain, QLD",2.66
"Harlaxton, QLD",2.66
"Harristown, QLD",2.66
"Kearneys Spring, QLD",2.66
"Middle Ridge, QLD",2.71
"Mount Kynoch, QLD",2.66
"Mount Lofty, QLD",2.66
"Mount Rascal, QLD",2.66
"Newtown, QLD",2.60
"North Toowoomba, QLD",2.66
"Northlands, QLD",2.66
"Prince Henry Heights, QLD",2.66
"Rangeville, QLD",2.66
"Redwood, QLD",2.66
"Rockville, QLD",2.66
"South Toowoomba, QLD",2.66
"Southtown, QLD",2.66
"Toowoomba City, QLD",2.66
"Toowoomba East, QLD",2.66
"Toowoomba South, QLD",2.66
"Toowoomba West, QLD",2.66
"Torrington, QLD",2.66
"Wellcamp, QLD",2.66
"Westbrook, QLD",2.66
"Wilsonton, QLD",2.73
"Wilsonton Heights, QLD",2.66
"Ballard, QLD",2.80
"Bapaume, QLD",2.80
"Birnam, QLD",2.80
"Blanchview, QLD",2.80
"Branchview, QLD",2.80
"Cabarlah, QLD",2.80
"Cawdor, QLD",2.80
